00009383187;;-;Авт.выключатель PL7-С10/2, 2Р,10А,хар-ка С,10кА,2М ;шт;10.1    ;;10.1    ;98979;Тымуль М.И.;16;18,48;295,68
00009376640;;-;Клемма ТЕ ZS10-ST-1/8 винтовой зажим для цепей измерения 2 тест.гнезда 50А 630В серый;шт;10.1    ;;10.1    ;98979;Тымуль М.И.;60;4,91;294,6
00009379316;00010091567;+;Блок питания от токовых цепей БПТ-615;шт;10.5    ;;10.5    ;98979;Тымуль М.И.;1;284,9;284,9
00009374092;;-;Звонок ЭВОФ 220В DC;шт;10.1    ;;10.1    ;98979;Тымуль М.И.;2;133,92;267,84
00009381870;00010092510;-;Кабель КВВГЭнг(А) 7x1,5;м;10.1    ;;10.1    ;98979;Тымуль М.И.;67;3,53;236,51
00009376673;;-;Термостат STEGO серия STS011 механический 10А на охлаждение;шт;10.1    ;;10.1    ;98979;Тымуль М.И.;8;26,65;213,2
00009376671;;-;Термостат STO 011 c биметалл.элементом 10А 1NC на нагрев.;шт;10.1    ;;10.1    ;98979;Тымуль М.И.;8;26,65;213,2
00009380122;00010092437;+;РУ-21 УХЛ4 0,16А 50Гц 2з.ун.компл.реле указательное;шт;10.5    ;;10.5    ;98979;Тымуль М.И.;6;34,95;209,7
00009382291;00010092507;-;Кабель КВВГЭнг(А) 10x1,5;м;10.1    ;;10.1    ;98979;Тымуль М.И.;40;5,2;208
00009380113;00010092415;-;БК-402 УХЛ4 ун.компл.блок конденсаторов;шт;10.5    ;;10.5    ;98979;Тымуль М.И.;2;102,04;204,08
00009382363;;-;Краска Mipa AC Lada 403 1л;л;10.1    ;;10.1    ;98979;Тымуль М.И.;5;40;200
00009370277;;-;Провод  ПВ 3 2,5 красн;м;10.1    ;;10.1    ;98979;Тымуль М.И.;360;0,47;169,2
00009376658;;-;Переключатель ТО-1-8220/Е 1Р 20А тип 1-2 400VAC на дверь;шт;10.1    ;;10.1    ;98979;Тымуль М.И.;7;23,73;166,11
00009373840;;-;Колодка клеммная ТС испытательная КС;шт;10.1    ;;10.1    ;98979;Тымуль М.И.;21;7,5;157,5
00009380116;00010092499;+;РП-12~220В УХЛ4 50Гц ун.компл.реле промежуточное;шт;10.5    ;;10.5    ;98979;Тымуль М.И.;2;76,78;153,56
00009381873;00010092521;-;Кабель КВВГЭнг(А) 4x1,5;м;10.1    ;;10.1    ;98979;Тымуль М.И.;75;2,02;151,5
00009248126;9248126;+;Реле  МР-500 б/у;шт;10.1    ;;10.1    ;98979;Тымуль М.И.;1;150;150
00009370275;;-;Провод  ПВ1 1,5 син;м;10.1    ;;10.1    ;98979;Тымуль М.И.;505;0,29;146,45
00009359336;;-;Припой Т 1 ПОС 61 ГОСТ 21931-76;кг;10.1    ;;10.1    ;98979;Тымуль М.И.;1;143,1;143,1
00009373839;;-;Коробка клеммая испытательная переходная ККИ1-1 EKF;шт;10.1    ;;10.1    ;98979;Тымуль М.И.;19;7,5;142,5
00009376643;;-;Клемма ТЕ ZS4(2,5) BL/5,2 винтовой зажим для нейтрали 32А 1000В синий;шт;10.1    ;;10.1    ;98979;Тымуль М.И.;200;0,69;138
00009381194;00010088006;-;Клемма измерительная РТК 10/LT BG (1130.2);шт;10.5    ;;10.5    ;98979;Тымуль М.И.;25;5;125
00009376659;;-;Переключатель ТО-2-8215/Е 2Р.20А тип 1-1-2 2NO  400VAC на дверь;шт;10.1    ;;10.1    ;98979;Тымуль М.И.;4;30,48;121,92
00009249296;9249296;-;Блоки питания    BP/TEL б/у;шт;10.5    ;;10.5    ;98979;Тымуль М.И.;6;20;120
00009382367;;-;Отвердитель MIPA MS 24  0,5л;л;10.1    ;;10.1    ;98979;Тымуль М.И.;2,5;48;120
00009378155;;-;Металлорукав 32 РЗ-Ц с протяжкой уп/25м;м;10.1    ;;10.1    ;98979;Тымуль М.И.;75;1,59;119,25
00009376660;;-;переключатель ТО-2-8221/Е 2Р.20А 400VAC на дверь;шт;10.1    ;;10.1    ;98979;Тымуль М.И.;4;29,2;116,8
00009382364;;-;Грунт  АС 1л;л;10.1    ;;10.1    ;98979;Тымуль М.И.;4;25;100
00009248131;9248131;-;Реле  МРВ -1 ЗИП б/у;шт;10.1    ;;10.1    ;98979;Тымуль М.И.;1;100;100
00009379958;;-;Часть к замку IC,2,1000;шт;10.1    ;;10.1    ;98979;Тымуль М.И.;15;6,36;95,4
00009381192;00010093293;-;Переключатель Т0-6-8370/Е кулачковый (062577);шт;10.5    ;;10.5    ;98979;Тымуль М.И.;1;90;90
00009379060;;-;Реле RUC-2013-26-1220.3CO 16A 220VDC;шт;10.1    ;;10.1    ;98979;Тымуль М.И.;4;22,45;89,8
00009373479;;-;Пленка для лам.А4/100 Lamirel LA-78658;шт;10.1    ;;10.1    ;98979;Тымуль М.И.;3;27,08;81,24
00009381197;00010088005;-;Кабель USB A-B 3м (SCUAB-3);шт;10.5    ;;10.5    ;98979;Тымуль М.И.;2;40;80
00009380118;00010092501;+;РП-23 УХЛ4 110В 4з1р ун.компл.реле промежуточное;шт;10.5    ;;10.5    ;98979;Тымуль М.И.;2;39,14;78,28
00009380846;;-;Аккумулятор LIR18650 3,7В 2600 мА*ч с защитой ВР-1;шт;10.1    ;;10.1    ;98979;Тымуль М.И.;7;11,16;78,12
00009373220;;-;Концевой выключатель ВККН-2110М11-У2 кнопочный толкатель 5А 1з-1р IP65 TDM SQ0732-0028;шт;10.1    ;;10.1    ;98979;Тымуль М.И.;6;13;78
00009374857;;-;Резистор С5-35В-50Вт 3,9кОм;шт;10.1    ;;10.1    ;98979;Тымуль М.И.;9;8,56;77,04
00009380112;00010092497;-;БК-401 УХЛ4 ун.компл.блок конденсаторов;шт;10.5    ;;10.5    ;98979;Тымуль М.И.;1;75,35;75,35
00009380121;00010092435;+;РУ-21 0,05А УХЛ4 Iн 2 з.ун.компл.реле указательное;шт;10.5    ;;10.5    ;98979;Тымуль М.И.;2;36,14;72,28
00009380123;00010092502;+;РУ-21 УХЛ4 Iн 0,25А 2з ун.компл.Реле указательное;шт;10.5    ;;10.5    ;98979;Тымуль М.И.;2;36,14;72,28
00009370464;;-;Выключатель путевой ВКП-МЕ/8104 с поворотным роликом IP65 КС;шт;10.1    ;;10.1    ;98979;Тымуль М.И.;8;8,69;69,52
00009136551;9136551;-;Реле ЕМR-W500-2-D;шт;10.5    ;;10.5    ;98979;Тымуль М.И.;2;32,66;65,32
00009370273;;-;Авт.выкл.PL7-C10/2-DC 2Р.10А С;шт;10.1    ;;10.1    ;98979;Тымуль М.И.;2;32,46;64,92
00009382911;;-;Растворитель марки Р-4 (1л);л;10.1    ;;10.1    ;98979;Тымуль М.И.;8;7,99;63,92
00009376632;;-;Блок-контакт вспом./сигнальный Z-NHK.2CO4A 250VAC монтаж винтами для PL HL;шт;10.1    ;;10.1    ;98979;Тымуль М.И.;3;20,66;61,98
00009381191;00010088255;-;Блок испытательный БИ-6 УХЛ4;шт;10.5    ;;10.5    ;98979;Тымуль М.И.;1;60;60
00009381193;00010093294;-;Переключатель Т0-4-8223/Е кулачковый (050712);шт;10.5    ;;10.5    ;98979;Тымуль М.И.;1;60;60
00009373228;;-;Наконечник НКИ 2-4 кольцо 1,5-2,5мм (100шт) TDM SQ0502-0004;упак;10.1    ;;10.1    ;98979;Тымуль М.И.;14;4,1;57,4
00009378154;;-;Рукав мет.негерм.15 мм РЗ-Ц;м;10.1    ;;10.1    ;98979;Тымуль М.И.;100;0,57;57
00009376680;;-;Фильтр-решетка габариты 152х152х32,5 мм вырез 125х125мм пылеудерживающая способность 600г/м2 IP54;шт;10.1    ;;10.1    ;98979;Тымуль М.И.;3;18,88;56,64
00009262173;9262173;-;Реле  б/у;шт;10.1    ;;10.1    ;98979;Тымуль М.И.;56;1;56
00009247862;9247862;-;Счетчик  эл.энергии  СС-301б/у;шт;10.1    ;;10.1    ;98979;Тымуль М.И.;14;3,5;49
00009374474;;-;Панель светодиодная General GLP-RW13-170-14-6;шт;10.1    ;;10.1    ;98979;Тымуль М.И.;7;6,64;46,48
00009379061;;-;Цоколь GUC 11S-V0 на рейку DIN35 серый для RUC-M;шт;10.1    ;;10.1    ;98979;Тымуль М.И.;4;11,27;45,08
00009381190;00010093292;+;Реле R4N-2014-23-1220-WT (в комплекте с колодкой контакной GZT4 и фиксатором G4 1052);шт;10.5    ;;10.5    ;98979;Тымуль М.И.;3;15;45
00009370463;;-;Приставка контактная ПКЛ 40 HASKI;шт;10.1    ;;10.1    ;98979;Тымуль М.И.;14;3,12;43,68
00009376647;;-;Кнопка черная Titan М22-D-S IP67;шт;10.1    ;;10.1    ;98979;Тымуль М.И.;6;7,24;43,44
00009373843;;-;Наконечник НШвИ 2 1,5х12 (100шт) КС;упак;10.1    ;;10.1    ;98979;Тымуль М.И.;18;2,35;42,3
00009376664;;-;Переключатель ТО-3-8216/Е 3Р.20А 3NO на дверь;шт;10.1    ;;10.1    ;98979;Тымуль М.И.;1;40,84;40,84
00009376669;;-;Перемычка JB-2 для клемм ZS4ZK2.5/5.2 на 2 полюса 32А оранж.;шт;10.1    ;;10.1    ;98979;Тымуль М.И.;50;0,69;34,5
00009374090;;-;ВМS20-240-04 красная светосигнальная арматура;шт;10.1    ;;10.1    ;98979;Тымуль М.И.;100;0,34;34
00009374091;;-;ВМS20-240-06 зеленая арматура;шт;10.1    ;;10.1    ;98979;Тымуль М.И.;100;0,34;34
00009374087;;-;Стяжка 3,6/200 уп.100шт;упак;10.1    ;;10.1    ;98979;Тымуль М.И.;19;1,77;33,63
00009374084;;-;Наконечник кабельный НКИ 1,5-6 уп.100 шт.;упак;10.1    ;;10.1    ;98979;Тымуль М.И.;10;3,15;31,5
00009374224;;-;Изолента ПВХ 15 мм рул.20м.черн.;шт;10.1    ;;10.1    ;98979;Тымуль М.И.;40;0,77;30,8
00009376662;;-;Переключатель ТО-2-8241/Е 1Р.20А 1NO на дверь;шт;10.1    ;;10.1    ;98979;Тымуль М.И.;1;30,48;30,48
00009379957;;-;Часть к замку СТ;шт;10.1    ;;10.1    ;98979;Тымуль М.И.;15;2,03;30,45
00009382360;;-;Растворитель (уайт-спирит) 0,9л;л;10.1    ;;10.1    ;98979;Тымуль М.И.;9,9;3;29,7
00009379956;;-;Часть замка CY1,20;шт;10.1    ;;10.1    ;98979;Тымуль М.И.;16;1,72;27,52
00009258097;9258097;-;Реле времени PCR-515;шт;10.1    ;;10.1    ;98979;Тымуль М.И.;1;26,71;26,71
00009381195;00010088007;-;Клемма проходная RK 2,5-4 BG проходная (1001.2);шт;10.5    ;;10.5    ;98979;Тымуль М.И.;25;1;25
00009368404;;-;"Вода питьевая ""Вита"" негазированная 19л";шт;10.1    ;;10.1    ;98979;Тымуль М.И.;6;4,08;24,48
00009369608;;-;Вода питьевая Biта негазированная 19 л;шт;10.1    ;;10.1    ;98979;Тымуль М.И.;6;4,08;24,48
00009376628;;-;Адаптер для крепления задних контактов до 3х30шт.и держ.ламп.М22-А;шт;10.1    ;;10.1    ;98979;Тымуль М.И.;10;2,42;24,2
00009376654;;-;Маркировка МС512РС/5,2 карта 45 шт.размер 4,8х12мм белый;шт;10.1    ;;10.1    ;98979;Тымуль М.И.;8;2,94;23,52
00009374175;;-;"Вода питьевая ""Вита"" негазированная 19л";шт;10.1    ;;10.1    ;98979;Тымуль М.И.;5;4,38;21,9
00009379412;;-;Кнопка 30А;шт;10.1    ;;10.1    ;98979;Тымуль М.И.;4;5,3;21,2
00009236815;9236815;+;Авт. выключатель Б/у;шт;10.5    ;;10.5    ;98979;Тымуль М.И.;13;1,6;20,8
00009374094;;-;Стяжка 3/100 уп.100шт;упак;10.1    ;;10.1    ;98979;Тымуль М.И.;24;0,84;20,16
00009379059;;-;Реле R4N-2014-23-1220-WT.4CO7A 220 VDC мех.инд.тест кнопка;шт;10.1    ;;10.1    ;98979;Тымуль М.И.;2;10,07;20,14
00009373847;;-;DIN-рейка перфорированная 500 мм EKF;шт;10.1    ;;10.1    ;98979;Тымуль М.И.;21;0,95;19,95
00009374862;;-;Резистор ПЭВ-50Вт 4,3кОм;шт;10.1    ;;10.1    ;98979;Тымуль М.И.;2;9,57;19,14
00009376630;;-;Блок-контакт 1NO 4А монтаж в коробку М22-КС10;шт;10.1    ;;10.1    ;98979;Тымуль М.И.;4;4,67;18,68
00009374856;;-;Резистор С5-35В-50Вт 1кОм;шт;10.1    ;;10.1    ;98979;Тымуль М.И.;2;8,6;17,2
00009373844;;-;Наконечник НШвИ 2 2,5х13 уп100шт КС;упак;10.1    ;;10.1    ;98979;Тымуль М.И.;4;4,2;16,8
00009380893;;-;Элемент питания NBT-NE-A23-BP5 Navigator 61464;шт;10.1    ;;10.1    ;98979;Тымуль М.И.;16;0,95;15,2
00009375552;;-;Эмаль ПФ-115 С черная 1,8 кг;кг;10.1    ;;10.1    ;98979;Тымуль М.И.;3,6;4,17;15,01
00009373846;;-;Хомут для кабеля 2,5х200 (100) КС;упак;10.1    ;;10.1    ;98979;Тымуль М.И.;9;1,6;14,4
00009375558;;-;Эмаль МАЙ ПФ-115 белая 1,9 кг;кг;10.1    ;;10.1    ;98979;Тымуль М.И.;3,8;3,74;14,21
00009383775;;-;Бирка кабельная маркир. 135М круг;упак;10.1    ;;10.1    ;98979;Тымуль М.И.;3;4,23;12,7
00009374854;;-;Маркер промышл.перманентный фетровый черный;шт;10.1    ;;10.1    ;98979;Тымуль М.И.;13;0,84;10,92
00009381882;00010092537;-;Провод ПуВ 1x2,5(синий);м;10.1    ;;10.1    ;98979;Тымуль М.И.;15;0,71;10,65
00009378201;;-;Изолента ПВХ ROLLIX 19 мм 20м черная;шт;10.1    ;;10.1    ;98979;Тымуль М.И.;20;0,53;10,6
00009375324;;-;Резистор ПЭВ-50Вт 3,3кОм;шт;10.1    ;;10.1    ;98979;Тымуль М.И.;1;10,51;10,51
00009248128;9248128;-;Комплект  пускателей  ЗИП б/у;шт;10.1    ;;10.1    ;98979;Тымуль М.И.;1;10;10
00009277474;9277474;-;Комплекты РЗА б/у;шт;10.1    ;;10.1    ;98979;Тымуль М.И.;5;2;10
00009379062;;-;Цоколь GZT4 серый на рейку DIN35 для R4N T-R4;шт;10.1    ;;10.1    ;98979;Тымуль М.И.;2;4,92;9,84
00009373226;;-;Лампа СКЛ 14А-Ж-2-220 Каскад-Электро;шт;10.1    ;;10.1    ;98979;Тымуль М.И.;3;3,21;9,63
00009373222;;-;Лампа СКЛ 14А-Л-2-220 Каскад-Электро;шт;10.1    ;;10.1    ;98979;Тымуль М.И.;3;3,21;9,63
00009376629;;-;Блок-контакт 1NC4А монтаж в коробку М22-КС01;шт;10.1    ;;10.1    ;98979;Тымуль М.И.;2;4,67;9,34
00009373845;;-;Хомут для кабеля 2,5х150 (100) КС;упак;10.1    ;;10.1    ;98979;Тымуль М.И.;8;1,1;8,8
00009377017;;-;Щуп тестера REX07 Rexant 13-3032;шт;10.1    ;;10.1    ;98979;Тымуль М.И.;3;2,85;8,55
00009375541;;-;Известь стрвоздушная кальциевая гидратная б/д 2 сорт тар. по 25 кг;кг;10.1    ;;10.1    ;98979;Тымуль М.И.;25;0,33;8,25
00009236815;9236815;+;Авт. выключатель Б/у;шт;10.5    ;;10.1    ;98979;Тымуль М.И.;5;1,6;8
00009178903;9178903;-;Устройство ЛИФП б/у;шт;10.1    ;;10.1    ;98979;Тымуль М.И.;8;1;8
00009376652;;-;Концевой упор ТЕ ВАМ4-с реечным контактом 10 мм темно-серый;шт;10.1    ;;10.1    ;98979;Тымуль М.И.;10;0,79;7,9
00009374840;;-;Розетка РДЕ-47 на DIN-рейку с заземлением HASKI;шт;10.1    ;;10.1    ;98979;Тымуль М.И.;2;3,83;7,66
00009373841;;-;Наконечник-гильза с изолированным фланцем Е 1508 уп.100шт.КС;упак;10.1    ;;10.1    ;98979;Тымуль М.И.;8;0,95;7,6
00009141779;9141779;-;Реле времени РСU-510;шт;10.5    ;;10.5    ;98979;Тымуль М.И.;1;7,51;7,51
00009376650;;-;Концевой сегмент ТЕ ЕК2,5-S-4P для пружинных клемм ZK2.5-S-4P/5.2 2 мм темно-серый;шт;10.1    ;;10.1    ;98979;Тымуль М.И.;10;0,72;7,2
00009256014;9256014;-;гайка М3;шт;10.1    ;;10.1    ;98979;Тымуль М.И.;700;0,01;7
00009379413;;-;Кнопка 15А;шт;10.1    ;;10.1    ;98979;Тымуль М.И.;2;3,5;7
00009380471;;-;Элемент питания CR123;шт;10.1    ;;10.1    ;98979;Тымуль М.И.;1;7;7
00009380470;;-;Приставка ПК-04;шт;10.1    ;;10.1    ;98979;Тымуль М.И.;2;3,17;6,33
00009350901;;-;"Ножницы 16см ""Donau"" черный";шт;10.1    ;;10.1    ;98979;Тымуль М.И.;6;1,05;6,3
00009248085;9248085;-;Блоки управления  ВU /TEL б/у;шт;10.1    ;;10.1    ;98979;Тымуль М.И.;3;2;6
00009376101;;-;Лента оградительная ЛО-200 красно-белая 50мм*200 п.м;рул;10.1    ;;10.1    ;98979;Тымуль М.И.;2;2,87;5,74
00009375318;;-;Перекись водорода Р-Р для наруж.прим.30 мг/мл во флаконах 100мл;флак;10.1    ;;10.1    ;98979;Тымуль М.И.;5;1,08;5,4
00009375325;;-;Зажим на дин-рейку EW-35;шт;10.1    ;;10.1    ;98979;Тымуль М.И.;16;0,3;4,8
00009376651;;-;Концевой сегмент ТЕ ES-4 для винтовых клемм ZS4-ZS25 2.2mm темно-серый;шт;10.1    ;;10.1    ;98979;Тымуль М.И.;30;0,16;4,8
00009351416;;-;Мех.цилиндр 30/30 ключ/вертушка золото ВР 5 ключей;шт;10.1    ;;10.1    ;98979;Тымуль М.И.;1;4,7;4,7
00009377029;;-;Трубка термоусадочная Н-1 6.0/3.0 1м прозрачная ;шт;10.1    ;;10.1    ;98979;Тымуль М.И.;10;0,47;4,7
00009378438;;-;Розетка 1-м ОП РА 10-001 10А IP20 бел;шт;10.1    ;;10.1    ;98979;Тымуль М.И.;6;0,67;4,02
00009377016;;-;Наконечник медный ТМЛ 6-5-4мм Т2 (опрес луж.);шт;10.1    ;;10.1    ;98979;Тымуль М.И.;16;0,25;4
00009248162;9248162;-;Реле  б/у;шт;10.1    ;;10.1    ;98979;Тымуль М.И.;374;0,01;3,74
00009256631;9256631;-;Штекер-розетка  б/у;шт;10.1    ;;10.1    ;98979;Тымуль М.И.;35;0,1;3,5
00009374855;;-;Резистор СП4-1Б-0,5-220кОм ВС-2;шт;10.1    ;;10.1    ;98979;Тымуль М.И.;2;1,73;3,46
00009373224;;-;Лампа СКЛ 14А-К-2-220 Каскад-Электро;шт;10.1    ;;10.1    ;98979;Тымуль М.И.;1;3,21;3,21
00009105567;9105567;-;Блоки БПН-1000 б/у;шт;10.5    ;;10.5    ;98979;Тымуль М.И.;2;1,5;3
00009105566;9105566;-;Блоки БПТ-1000 б/у;шт;10.5    ;;10.5    ;98979;Тымуль М.И.;2;1,5;3
00009376639;;-;Держатель ТЕ LH для маркировки MCLH10мм темно-серый;шт;10.1    ;;10.1    ;98979;Тымуль М.И.;6;0,5;3
00005001919;5001919;-;Реле РПВ-01/220;шт;10.5    ;;10.5    ;98979;Тымуль М.И.;5;0,6;3
00009376677;;-;Фиксатор МВА металл.для GUC11S-V0;шт;10.1    ;;10.1    ;98979;Тымуль М.И.;4;0,58;2,32
00009248086;9248086;-;БПТ -615 б/у;шт;10.1    ;;10.1    ;98979;Тымуль М.И.;2;1;2
00009248160;9248160;-;НЗТ  ПУМА  б/у;шт;10.1    ;;10.1    ;98979;Тымуль М.И.;2;1;2
00009154933;9154933;-;Реле промежуточное б/у;шт;10.5    ;;10.5    ;98979;Тымуль М.И.;17;0,1;1,7
00009169701;9169701;-;Сопротивление б/у;шт;10.5    ;;10.5    ;98979;Тымуль М.И.;152;0,01;1,52
00009252685;9252685;-;Гайка оц.М3 (1кг-3020шт);кг;10.1    ;;10.1    ;98979;Тымуль М.И.;0,25;4,58;1,14
00009160506;9160506;+;Реле б/у;шт;10.1    ;;10.1    ;98979;Тымуль М.И.;108;0,01;1,08
00009160505;9160505;+;Реле б/у;шт;10.1    ;;10.1    ;98979;Тымуль М.И.;103;0,01;1,03
00009248028;9248028;-;Комплект клем б/у;шт;10.1    ;;10.1    ;98979;Тымуль М.И.;1;1;1
00009236602;9236602;-;НЗТ ПУМА  3431  б/у;шт;10.1    ;;10.1    ;98979;Тымуль М.И.;1;1;1
00009230513;9230513;-;Кабель б/у;м;10.1    ;;10.1    ;98979;Тымуль М.И.;90;0,01;0,9
00009248161;9248161;-;Переключатель б/у;шт;10.1    ;;10.1    ;98979;Тымуль М.И.;88;0,01;0,88
00009236592;9236592;-;Блок  АРТ -1Н  б/у;шт;10.1    ;;10.1    ;98979;Тымуль М.И.;3;0,2;0,6
00009169700;9169700;-;Конденсаторы б/у;шт;10.5    ;;10.5    ;98979;Тымуль М.И.;55;0,01;0,55
00009236595;9236595;-;Банк  -6  б/у;шт;10.1    ;;10.1    ;98979;Тымуль М.И.;1;0,5;0,5
00009236589;9236589;-;Реостат РН-80 б/у;шт;10.1    ;;10.1    ;98979;Тымуль М.И.;1;0,5;0,5
00005003483;5003483;-;Реле РЭП-26 220в;шт;10.5    ;;10.5    ;98979;Тымуль М.И.;2;0,21;0,42
00009236593;9236593;-;РНТ -1 б/у;шт;10.1    ;;10.1    ;98979;Тымуль М.И.;2;0,2;0,4
00009373229;;-;Ограничитель на DIN-рейку (пластик) TDM SQ0804-0021;шт;10.1    ;;10.1    ;98979;Тымуль М.И.;2;0,19;0,38
00009236598;9236598;-;Блок питания  ФПТ  б/у;шт;10.1    ;;10.1    ;98979;Тымуль М.И.;3;0,1;0,3
00009155523;9155523;-;Реле времени б/у;шт;10.5    ;;10.5    ;98979;Тымуль М.И.;3;0,1;0,3
00009248137;9248137;-;Накладка НКР -3 б/у;шт;10.1    ;;10.1    ;98979;Тымуль М.И.;25;0,01;0,25
00009248140;9248140;-;Блок  испытательный  БИ-4 б/у;шт;10.1    ;;10.1    ;98979;Тымуль М.И.;8;0,03;0,24
00009000053;9000053;-;Комплект защит б/у;шт;10.5    ;;10.5    ;98979;Тымуль М.И.;23;0,01;0,23
00009248134;9248134;-;Комплект защит  б/у;шт;10.1    ;;10.1    ;98979;Тымуль М.И.;21;0,01;0,21
